69451
16344 12318 16345
16344 16345 6626
21288 21196 22139
15335 4095 15115
1504 1955 4108
14856 2456 2714
16364 471 16360
15210 15346 15345
15873 15729 16343
16363 3506 4352
16088 1464 1350
21436 21437 21531
21533 21532 21437
4075 3248 3247
14912 14606 14727
14054 14143 14142
16397 16398 16560
1357 14735 15474
14053 14054 14142
2500 2980 2640
818 1540 1153
20382 21297 20381
5515 1463 13939
4070 15814 13821
21377 13037 15035
14958 3061 16246
15486 15628 15485
14231 14341 14340
15814 16590 13821
19924 16215 16061
14230 14231 14340
34392 34792 34796
14129 14231 14230
785 13956 13951
22706 30384 30454
14051 14050 13973
10243 7192 7083
30478 30477 30406
442 2799 168
21289 21288 22139
16343 14912 14727
3441 111 24687
22011 22012 22109
1691 1581 3074
3075 1691 3074
1691 5260 5133
1581 1691 5133
16078 16079 16235
14007 15111 15095
1657 2156 778
980 1657 778
3324 16055 14148
20127 20128 20205
17447 18842 18348
3196 3324 14148
1344 5512 5133
5260 1344 5133
21665 2801 21570
3070 5885 5122
2456 16429 16430
14165 864 4095
15628 15772 15771
15627 15628 15771
15771 15772 15923
15772 15924 15923
21820 21821 21916
15924 16078 16077
3331 343 3204
14226 20279 22589
15395 14079 14497
11927 33146 32880
15633 15634 15777
13832 14175 14282
15456 15181 14986
13855 13854 13841
13559 5526 167
14079 14616 14497
14830 14955 14954
16384 15263 16375
1344 1436 5374
14829 14830 14954
5512 1344 5374
2283 2157 5374
1436 2283 5374
2283 1584 2843
2157 2283 2843
12626 13030 2930
16079 16080 16236
14993 6156 3324
16360 14856 2714
14944 14945 15077
15078 15210 15209
4352 1466 16440
1466 16441 16440
16329 16328 16171
21345 21438 21344
14058 15202 14039
15771 15770 15626
16561 4075 4414
1385 1498 4157
5522 5523 1540
16560 16561 4414
3062 5623 2366
16398 16561 16560
14143 14245 14244
380 14997 1341
14421 12946 14540
15524 864 14165
14606 7244 985
7819 15583 1321
22352 15881 3461
1548 1530 1529
14727 14606 985
9194 22352 3461
22024 22023 21925
34637 34557 19803
14491 12258 12172
22307 22306 22210
19636 19634 10963
14152 19636 10963
1824 5012 1825
22015 22113 22112
3635 3424 985
3456 5529 5139
16236 16400 16399
16958 6635 22439
3836 3703 2289
16235 16236 16399
34410 34478 34671
15925 16079 16078
1155 4619 6004
2800 558 441
2156 15914 15805
778 2156 15805
16654 16653 16494
21916 21917 22014
5125 546 1424
16652 4156 16651
9521 8213 9407
1584 14636 14635
2843 1584 14635
14636 16261 16247
14635 14636 16247
16261 14196 14171
1686 14688 15245
16247 16261 14171
2714 2456 16430
2546 15912 15361
34821 34806 34405
16429 2975 4103
20464 21377 20463
19376 22352 9194
22039 19805 34437
2980 3250 2640
13905 13929 13928
13904 13905 13928
16655 16654 16495
284 2202 5630
22590 14226 22589
16494 16333 16495
25971 26082 26081
15161 20396 14405
4152 4151 16654
16655 4152 16654
1824 1825 4151
4152 1824 4151
16127 13894 13873
5012 5139 1825
14006 14007 15095
16120 16127 13873
31326 25670 25578
1955 5874 19753
14196 1532 16045
14171 14196 16045
1532 14871 14336
16045 1532 14336
14871 3721 4862
14336 14871 4862
14688 15113 15245
3721 2842 5146
14992 14993 3324
5093 16206 5092
14518 15453 15323
6156 15908 16055
16157 16314 16156
15077 15078 15209
19619 19416 18505
16441 16434 16273
15854 16005 15853
13818 11105 12277
15627 15771 15626
16475 16474 16313
1385 3440 1498
21830 21829 21732
4154 1385 4157
3440 987 1498
3440 3584 3712
987 3440 3712
2128 15964 2002
5623 14085 2366
15526 15524 14165
15668 15669 15817
14672 14096 14076
133 13981 6396
14230 14340 14339
4613 16121 14714
14128 14230 14229
7244 3635 985
15820 23 16208
28547 34512 34546
1690 14806 1580
13089 34476 13116
1656 2029 4057
1549 14806 890
5529 5402 5140
9211 5876 9323
2935 4608 4741
4151 1825 4150
5012 3456 5139
2934 2935 4741
3456 2935 2934
5529 3456 2934
14101 2202 4741
4608 14101 4741
15914 14564 14553
15805 15914 14553
14564 16127 16120
14553 14564 16120
19517 13354 19358
19937 19376 9194
16490 16489 16328
889 1433 3799
13374 12470 16595
12628 12182 12095
4862 3721 5146
2842 16109 5777
5146 2842 5777
5008 3200 14864
16109 5196 16221
16430 16429 4103
103 6007 531
16057 15902 1585
2975 14993 14992
16083 16088 1350
16032 10988 3424
3635 16032 3424
1464 3506 16363
15169 15870 12673
26094 26095 27378
13067 15169 12673
23771 23450 23449
980 778 130
12850 20383 20299
4731 4741 284
13929 13975 13974
3071 2934 4731
2202 980 5630
5402 5529 3071
4741 2202 284
5139 5529 5140
2934 4741 4731
19518 14491 12412
5529 2934 3071
13894 471 16364
15114 15222 14123
15393 3066 14737
13873 13894 16364
1491 13944 5008
3200 14989 14864
5777 16109 16221
5196 14517 15189
16221 5196 15189
14517 15252 15119
2789 5778 1491
13944 3200 5008
14958 14020 1909
3324 6156 16055
16403 14612 15935
16549 11011 16386
14693 14694 14816
16314 16475 16313
10831 9044 10832
20708 20709 19702
6151 3966 2407
15569 15711 15568
14816 14817 14941
990 1336 476
9216 4229 15162
14942 15075 15074
26094 27378 27377
14894 14770 13364
3584 5653 5652
3712 3584 5652
5652 5653 2491
5653 4708 2491
3685 15964 16115
4708 2111 3300
15669 3685 15817
15817 3685 16115
14648 3188 15869
16117 16273 135
33227 33226 33091
7177 10859 13169
25955 25956 25655
22351 9426 22447
12946 19540 19704
14906 12176 14782
22511 10327 22138
21441 21536 21440
1384 1826 3899
21348 21441 21440
5139 5140 1717
4027 1384 3899
16654 4151 16653
1825 5139 1717
16495 16654 16494
1825 1717 4150
22496 22590 22495
4151 4150 16653
13724 14152 4025
16333 16494 16332
14152 10963 4025
22590 22589 22495
19439 19518 12412
21821 21917 21916
19118 436 19057
1424 546 2155
13389 9304 6509
32570 32697 32569
15189 14517 15119
15252 16240 3583
15119 15252 3583
16240 15186 15911
14989 14070 14071
3583 16240 15911
5090 5091 5214
14864 14989 14071
18341 14927 18436
34559 34815 34510
1350 1464 16363
14945 15078 15077
20741 15437 10886
3506 1466 4352
1350 16363 16201
16170 16171 16328
16083 1350 1017
16066 16083 1017
662 2155 15094
14454 14492 16066
21438 21533 21437
21626 21625 21532
16330 16329 16172
34735 9101 11355
16491 16490 16329
16491 16650 16490
16330 16491 16329
16650 16649 16490
4027 3899 16649
16650 4027 16649
14696 14697 14819
14820 14945 14944
14596 3458 1380
14819 14820 14944
4103 2975 14992
14260 16526 16527
5274 5778 2789
5406 5274 2789
34824 11605 11527
2043 18372 2044
13962 278 15001
7812 14291 10081
16439 5274 5406
16438 16439 5406
13646 2910 11813
16077 16078 16234
15784 15935 14857
14091 14268 14733
14057 14193 14363
15711 15710 15568
2669 14193 14057
2407 2669 14057
2034 13963 6412
14193 14364 14363
1129 103 3198
15112 2887 752
13291 12119 24116
15665 15666 14634
7916 19635 12801
11536 13288 13646
34510 34395 34354
26089 26094 27377
34636 12737 13101
27899 28934 26094
3300 2111 5768
14575 14696 14695
2491 4708 3300
876 2538 2409
2544 15669 15668
2111 876 5768
16602 16440 16117
135 2544 15668
14750 4352 16602
16273 2544 135
16201 16363 14750
16440 16273 16117
1017 1350 16201
4352 16440 16602
1654 889 6266
16363 4352 14750
5250 5399 6011
3202 889 1654
5250 6011 1826
5399 3203 3202
1384 5250 1826
5399 5398 6011
5398 5399 3202
3203 1433 889
3202 3203 889
1433 5125 3799
3799 5125 1424
546 2281 2155
2155 2281 15198
15229 14508 14492
16649 16648 16489
16329 16490 16328
13322 13321 13228
11212 5895 12737
14352 14470 14469
16056 16439 16438
2640 3250 5342
14070 14688 1686
5778 13944 1491
4591 2493 3502
14071 14070 1686
3058 895 1573
6740 5504 6647
16440 16441 16273
3458 14091 1380
13067 12673 14900
16434 2545 2544
2178 4483 2717
14901 13067 14900
16047 16046 14751
14752 2178 1100
1100 2178 2717
14751 14752 1100
15198 14492 14454
15094 15198 14454
1337 1424 662
14492 16083 16066
6266 3799 1337
2155 15198 15094
3799 1424 1337
1424 2155 662
818 5522 1540
4414 4075 3247
3685 3709 15964
3819 34735 11004
14697 14820 14819
14733 14268 16057
4070 13821 15048
17185 17186 17275
3061 14958 1909
16427 15453 14518
16530 16056 14188
16528 16530 14188
14469 14470 14587
13850 13864 13849
14061 14023 14035
13864 13863 13849
14149 16530 16528
14121 14149 16528
77 76 15398
3066 582 1011
14364 15888 15887
14109 14205 4938
14363 14364 15887
15888 232 48
4746 14252 2075
4941 76 77
2075 4941 77
76 16362 15398
22402 22499 22498
14251 14927 23
11447 11540 12291
19066 17836 18938
31326 31430 25671
34430 26789 28547
6644 6724 9324
4730 13909 2766
15504 12753 15365
2329 14246 14228
14574 14575 14695
6647 6648 2276
14456 14457 14574
14696 14819 14818
15004 14445 14444
3057 15539 14266
5768 876 2409
14978 15004 14444
2538 15004 14978
2409 2538 14978
14445 16060 16059
14444 14445 16059
16060 786 4
16059 16060 4
786 16046 16047
4 786 16047
5655 3202 1654
16046 14752 14751
5398 3202 5655
889 3799 6266
6011 5398 5397
5397 5398 5655
6011 1211 1945
1211 6011 5397
1826 1945 3767
1826 6011 1945
16490 16649 16489
3899 1826 3767
367 368 5523
3899 3767 16648
3295 2108 1906
6270 13293 12761
32449 32448 32336
2782 2901 5641
2656 5199 2655
16239 16244 14121
13820 2802 14919
16078 16235 16234
14188 16056 16438
15223 5715 14673
15089 14613 14596
14179 23328 4617
15923 15924 16077
16273 16434 2544
26415 34827 29405
21254 21255 21347
2545 15528 15669
15923 15922 15770
21536 21535 21440
33092 33091 32957
15771 15923 15770
21817 21818 21913
13741 978 2910
2125 1999 16525
3073 5463 14172
14982 2161 1577
34535 34658 34493
4483 2161 14982
344 17097 17006
2717 4483 14982
2161 1687 1577
3065 14362 15199
16527 2032 15050
3835 3836 558
14271 4360 16242
34389 12559 11762
11011 16549 12818
15122 3196 549
15255 15122 549
16235 16399 16398
15357 4070 15048
14615 14624 16239
16244 14149 14121
3249 2458 14615
14624 16244 16239
26095 27379 27378
11043 13477 11449
14919 15455 15249
897 5900 4060
22300 22299 22203
779 2458 3249
14284 15784 14857
5263 5326 236
5248 3966 6151
6412 5248 6151
15478 15518 4746
14252 4941 2075
14941 14942 15074
3434 1415 3305
22010 22011 22108
20276 20359 20275
15248 14186 14568
551 671 442
14626 2641 4727
18356 28934 27899
3323 3322 3976
14633 14627 16113
15262 2020 3323
3322 14633 3976
2671 258 15262
2020 3322 3323
22439 18356 27899
16598 16600 2671
3850 2329 14228
14339 14457 14456
14338 14339 14456
14229 14339 14338
3201 14439 1353
14457 14575 14574
4154 4157 16645
14440 14442 3972
16646 16645 16486
14439 15357 1353
16487 16486 16325
16487 16646 16486
32230 32336 32229
16326 16487 16325
14442 3057 3972
3436 2384 8364
4730 13987 14991
15485 15484 15344
15121 4730 14991
14058 14039 904
15345 15485 15344
15627 15626 15484
5522 367 5523
15485 15627 15484
1430 3462 2936
2559 14442 14440
33695 28809 33694
13909 4737 15400
1906 6270 12761
13607 13608 13700
10274 4067 10155
2108 6270 1906
34517 34526 34340
14586 14707 14706
14585 14586 14706
28934 26095 26094
13964 1461 3167
2884 779 131
1242 1353 15048
17276 17367 17366
25985 34462 34579
34595 29067 34287
2544 2545 15669
14055 14146 15820
20452 14906 20451
15528 3709 3685
15923 16077 16076
12176 22138 14782
15208 15209 15344
15922 15923 16076
14633 14634 14627
14669 14791 16191
22517 22612 22130
21251 21344 21343
22226 22517 22130
21174 14646 21108
16326 16325 16168
23562 24755 24754
21933 17413 22031
16169 16326 16168
13987 4730 2766
4104 2559 14440
22226 22130 20460
21344 21437 21436
552 2288 2800
13979 15598 16243
14877 14333 14122
13903 13927 13902
16198 4939 16597
16044 16198 16597
16234 16235 16398
14894 13364 12114
2505 6014 13964
1461 2884 3167
3431 16603 4841
5523 368 5524
2800 441 262
34506 34747 34368
6014 1461 13964
477 990 476
131 779 3249
2458 14624 14615
33491 33490 33357
16399 16562 16561
13922 13921 13897
14045 14134 14044
9499 16421 16260
5456 5455 5325
13932 13977 13931
21204 21174 20370
14687 21645 22325
15211 15212 15347
2897 17845 17285
15194 15202 4104
3800 3033 2897
34392 34796 34320
3033 1302 1423
6539 1423 1302
1302 4869 6539
6539 1312 18671
11040 9989 11014
34347 34768 34792
258 2020 15262
14694 14817 14816
4868 18192 17373
4868 2902 529
17711 1676 1675
529 1675 4868
15539 2329 3850
1210 6506 16762
6722 15891 15742
14266 15539 3850
6393 6722 15742
15891 5776 15823
15742 15891 15823
2775 3581 258
5776 2775 16600
15823 5776 16600
21818 21914 21913
16600 2775 258
6529 26450 28568
19492 19573 19491
9270 20452 15581
14522 12887 22609
12441 9052 22621
14528 14529 14900
13646 13741 2910
29351 7121 18771
13166 14369 14368
20452 20451 15581
8985 2251 3311
23884 8266 9054
13701 13796 13795
13700 13701 13795
13369 2108 3295
12996 13369 3295
14201 14669 16191
20044 20045 20126
14244 14245 14354
34401 34524 34534
14245 14355 14354
14713 14248 14249
111 3208 4614
2654 2784 2204
16562 3209 4075
3167 2884 131
3196 14148 14623
16561 16562 4075
15669 15528 3685
14464 14582 14463
14986 14985 16372
3709 5069 15964
14449 12189 14791
10859 12441 13169
15076 15077 15208
19565 19564 19483
1463 14672 13939
14669 14449 14791
5086 15750 557
13930 13931 13976
14634 14626 14627
19624 19708 23210
15665 14634 14633
3322 15665 14633
258 3581 2020
16593 15665 3322
3581 16593 2020
2020 16593 3322
5773 15969 2032
530 5760 16211
9414 19599 13808
20301 22226 20460
3835 1234 3836
2288 558 2800
14387 14504 15190
14563 13812 14443
6723 3633 1376
1797 6723 1376
1873 1874 12189
20382 20381 19634
12408 12850 20299
3208 3207 4614
15117 3327 15116
14449 1873 12189
3307 5204 1874
3304 4091 4213
27226 27227 27336
1383 1714 4614
24131 24257 29515
14573 14694 14693
11122 13468 11688
16398 16399 16561
13892 14390 14192
14268 15902 16057
13976 13977 14053
14620 14453 5774
14369 4332 7603
1873 3307 1874
4187 15000 15131
14659 3436 3508
3695 1677 3800
19456 19195 29277
1677 3171 3033
3800 1677 3033
3171 1303 1302
3033 3171 1302
1303 5894 4869
1302 1303 4869
5894 1203 1311
4869 5894 1311
21382 18729 18741
1203 3437 1311
5000 529 3308
3437 5000 3308
1565 1675 529
5000 1565 529
1209 1210 1675
1565 1209 1675
30532 25673 33015
1209 6506 1210
19307 22991 19308
34272 34332 34746
24853 24852 18781
25663 23315 22450
15823 16600 16598
1119 18236 1438
15379 13220 15517
15975 16053 6393
3307 11155 2254
14228 14246 15811
14466 14467 14584
34701 34660 6811
14028 14027 14326
10241 8146 9221
3201 1353 15811
12367 3564 3760
13907 13931 13930
15031 15162 10864
13906 13907 13930
3570 17674 5527
13567 11601 13795
13796 13567 13795
9614 13369 12996
9615 9614 12996
20034 19961 19960
19960 19959 20036
21926 21925 21829
10115 34553 9643
14507 33290 19937
33290 19376 19937
1469 1356 3207
12412 14491 12172
3934 8554 16497
3208 1469 3207
1128 15122 15255
4075 3209 3248
16567 14271 16242
549 3196 14623
4105 4233 85
34428 34272 34772
5204 3307 2254
302 653 6018
14944 15077 15076
22351 22447 2910
15128 15125 15526
15209 15345 15344
14159 2585 14227
16271 15125 15128
2492 5244 6023
5119 5244 2492
5897 2154 661
6023 5897 661
780 15823 16598
16600 258 2671
4286 4279 16642
16643 4286 16642
5347 14770 8742
14770 9216 13364
16371 7138 530
15336 3065 15199
16327 16326 16169
21964 20076 14509
14939 15070 3062
1234 904 3836
11283 11209 14040
13812 15886 14443
3633 16198 16044
1376 3633 16044
22403 22402 22306
19978 19977 19899
12527 12614 4491
32825 32824 32691
13169 12441 22621
2503 12616 16335
18619 5407 5534
16334 2503 16335
28519 28520 28654
10992 6406 21276
16721 28023 18357
30971 30970 30869
15336 15199 14802
14854 14853 13836
19731 19730 19647
2586 14802 4360
28668 28797 28667
11155 8725 13010
4487 4618 15130
29613 28008 28552
18379 18473 18378
15202 15194 14039
16699 2153 17691
909 7811 17147
4091 3304 3171
1677 4091 3171
3304 1304 1303
3171 3304 1303
1304 1552 5894
1303 1304 5894
1552 1202 1203
5894 1552 1203
3566 3437 1203
1202 3566 1203
5127 5000 3437
3566 5127 3437
1564 1565 5000
5127 1564 5000
1208 1209 1565
1564 1208 1565
28 6506 1209
1208 28 1209
4724 4856 6506
28 4724 6506
4864 4996 4856
4724 4864 4856
1879 2000 4996
4864 1879 4996
17956 1119 6147
1879 1438 2000
17622 19233 19234
1438 6147 1119
14413 14414 15975
3041 17195 17324
14755 14815 14413
16053 6722 6393
661 2154 14755
14414 16053 15975
526 525 17604
14815 14414 14413
13310 13311 13404
12487 12576 12575
12642 12745 11601
13567 12642 11601
2006 9614 9615
13270 2006 9615
15579 8726 20036
21920 22018 22017
11110 18261 18326
22325 21645 20726
20173 26649 26764
1469 6014 2505
12318 12527 4491
27692 29352 29351
1356 1469 2505
4939 16431 16432
2254 11155 13010
15259 13960 1688
560 1128 15255
15474 15616 14277
15075 15207 15206
21254 21162 21163
3247 3248 4232
14819 14944 14943
28562 34630 34569
16270 16271 15128
15202 2559 4104
4616 4485 1946
14191 3977 6819
3329 5119 3429
3328 3329 3429
3429 5119 2492
5244 5897 6023
15922 16076 16075
8725 16035 14975
15921 15922 16075
13010 8725 14975
16643 16642 16483
16484 16643 16483
21348 21349 21441
34826 971 12102
793 909 17147
17211 17122 371
16488 16487 16326
16327 16488 16326
10607 25 9662
15070 5623 3062
3448 6277 6155
14872 1920 9846
14520 14521 16110
16114 6723 1797
21917 22015 22014
21725 21822 21821
19540 15447 15448
21275 15161 21267
2384 16344 6626
22206 22207 22302
6596 12982 7124
8904 8903 8799
28132 18360 2296
28655 28784 28783
27825 27956 27217
28023 16721 29738
978 22351 2910
14271 2586 4360
19484 19565 19483
18929 21168 17620
3972 3057 14266
14906 14782 20451
15125 15524 15526
14943 14944 15076
4616 3941 4319
15678 255 1919
21442 21537 21536
4485 4616 4319
4213 3433 3304
2153 4091 1677
3433 1305 1304
3304 3433 1304
3699 1552 1304
1305 3699 1304
3699 2361 1202
1552 3699 1202
3693 3566 1202
2361 3693 1202
888 5127 3566
3693 888 3566
888 1563 1564
5127 888 1564
1563 1207 1208
1564 1563 1208
184 28 1208
1207 184 1208
743 4724 28
184 743 28
4732 4864 4724
743 4732 4724
4449 1879 4864
4732 4449 4864
5251 1438 1879
4449 5251 1879
758 6147 1438
5251 758 1438
2905 3041 6147
758 2905 6147
17781 17755 3430
2905 986 3041
15770 15922 15769
34426 25563 34811
19149 18954 2291
4070 14625 15814
11793 11794 11874
152 11363 10574
10330 8354 12745
10310 10324 7166
9319 13767 9677
6261 9319 9677
21919 21920 22017
21917 21918 22015
20647 20738 21196
21288 20647 21196
22205 22204 22109
21913 21914 22011
1801 1691 3075
1583 24685 24820
1801 5391 5260
1691 1801 5260
5391 4335 1344
12651 13648 13555
5260 5391 1344
4335 6500 1436
1344 4335 1436
6500 2412 2283
1436 6500 2283
14217 14228 15812
21918 22016 22015
22016 22114 22113
22015 22016 22113
2412 2175 1584
16035 14784 1494
2283 2412 1584
15440 2362 15579
19704 19540 15448
15881 14204 15954
15036 18997 17175
16597 4939 16432
22211 22307 22210
14277 14877 14122
16431 1128 560
15640 3965 3113
19661 19662 19744
2384 6626 8364
2980 1263 3250
14246 15810 15811
21721 21818 21817
14975 16035 1494
14818 14819 14943
1718 1946 4279
12456 12105 19413
22401 22400 22304
1718 4616 1946
20530 20531 13124
21539 21538 21443
34551 12827 34352
22594 5347 8742
23923 23265 23416
27901 29465 34449
16021 19588 12146
20280 15065 22587
16484 16483 16322
16323 16484 16322
20362 20361 20278
13445 7949 13932
15221 14982 15666
34627 34724 34363
16647 16646 16487
16488 16647 16487
34779 34325 34300
6145 6018 15184
34672 34732 11040
14784 12437 21672
15644 15680 14520
14521 16114 16110
14226 15025 14895
4153 1716 4152
19673 19670 12888
19635 19673 12888
2175 14671 14636
1584 2175 14636
2291 18773 18759
21824 21823 21726
18855 2692 18876
17786 28132 2296
7603 4332 7177
29311 29442 29310
4492 17833 17606
9426 15869 22447
17232 17937 33911
27749 27745 28087
2290 672 2799
15077 15209 15208
3941 3329 3328
436 1454 14441
19831 19842 20628
4319 3941 3328
1615 18221 1616
13808 13911 13268
866 3562 3433
4213 866 3433
3562 1088 1305
3433 3562 1305
1088 95 3699
1305 1088 3699
1089 2361 3699
95 1089 3699
1089 3824 3693
2361 1089 3693
3824 5254 888
3693 3824 888
5254 3039 1563
888 5254 1563
3039 1095 1207
1563 3039 1207
1095 4089 184
1207 1095 184
4089 742 743
184 4089 743
1448 4732 743
742 1448 743
4455 4449 4732
1448 4455 4732
101 5251 4449
4455 101 4449
3427 758 5251
101 3427 5251
2649 2905 758
3427 2649 758
870 986 2905
2649 870 2905
102 40 986
870 102 986
5240 637 102
102 637 40
9095 10747 9286
11794 11875 11874
8265 6261 10215
7166 8265 10215
10324 3571 8265
10437 9319 6261
21824 21920 21823
3571 10437 8265
19963 19964 20040
14671 16268 16261
15629 15773 15772
14636 14671 16261
28767 28893 28766
15628 15629 15772
13162 2660 20395
20727 16499 22035
13547 16030 29750
16268 14254 14196
32335 32447 32334
12559 34389 34808
1494 14784 21672
13767 2006 13270
10330 10324 10310
8265 10437 6261
9677 13767 13270
19967 19968 20044
10330 10452 10324
16261 16268 14196
12437 19962 18137
14254 16531 1532
14196 14254 1532
5877 5750 2765
558 3836 2289
5012 4880 3456
1716 1824 4152
5630 130 2539
5500 5630 2539
1263 1153 3250
16432 16431 560
15966 16117 1802
13974 14051 13973
20844 20909 12105
3113 3965 1357
16047 14751 6276
21342 21341 34067
29516 26097 26096
14695 14696 14818
13162 21673 2660
20531 11291 13124
11274 9416 13174
4286 1718 4279
2540 3323 14748
13451 13357 14610
2658 5199 2657
21672 12437 18137
14516 14158 15814
16482 16641 16481
5400 5401 3069
27761 34714 34420
22588 22587 22493
29751 29207 18876
16014 16166 16013
16323 16322 16165
13357 14608 14610
11703 11153 11154
2717 14982 15221
29 2717 15221
4155 4154 16646
16647 4155 16646
15668 15817 16263
15667 15668 16263
28565 27374 27892
19962 19720 19680
130 15680 15644
2539 130 15644
4880 5012 1824
1716 4880 1824
17194 2551 2550
15444 12229 15306
26446 25851 25978
12982 18986 18879
28283 25958 18878
18361 27639 29714
29073 6281 27048
28798 28924 28797
26792 27749 28087
13072 13166 14368
25899 25903 28024
28148 16659 28153
29541 18352 18412
29749 6612 27745
4189 3025 3680
34580 13574 28017
3025 5114 5238
34416 34725 34614
34711 34614 34358
21561 20811 21655
4329 317 866
141 240 16915
3689 3562 866
317 3689 866
3689 6536 1088
3562 3689 1088
69 95 1088
6536 69 1088
1086 1089 95
69 1086 95
1086 3953 3824
1089 1086 3824
3953 307 5254
3824 3953 5254
307 2903 3039
5254 307 3039
2903 1094 1095
3039 2903 1095
1094 4718 4089
1095 1094 4089
4718 747 742
4089 4718 742
747 3310 1448
742 747 1448
3310 1986 4455
1448 3310 4455
1986 115 101
4455 1986 101
115 2109 3427
101 115 3427
2778 2649 3427
2109 2778 3427
869 870 2649
2778 869 2649
147 102 870
869 147 870
5240 5116 446
147 5240 102
11384 13113 13032
3435 13279 12831
6261 9677 11852
10215 6261 11852
12927 10452 12642
10452 3571 10324
23579 22929 23153
18137 19962 19680
20083 20163 20162
34708 34606 9392
16531 14003 14871
1532 16531 14871
14003 989 3721
14871 14003 3721
989 14115 2842
3721 989 2842
14115 16108 16109
2842 14115 16109
16108 14994 5196
16109 16108 5196
15773 15925 15924
904 788 3703
29651 24028 29518
3209 16563 1567
29471 34311 25744
34311 34388 25744
12927 12642 13567
34396 27448 27330
8354 10330 10310
6801 12927 13567
12642 10330 12745
10324 8265 7166
13702 13797 13701
6801 13567 13796
11462 12382 11303
11604 12998 12906
14994 14676 14517
5196 14994 14517
1661 3206 3072
1538 1661 3072
3457 2803 3456
2803 2935 3456
5885 4731 383
284 5630 5500
15583 14421 15725
12904 16387 16386
16602 16117 15966
1832 16602 15966
3687 3585 3584
21720 21721 21817
16058 16059 2162
4 16047 15890
16015 16014 15863
19635 12888 12801
20373 20372 19583
11154 11153 13451
16322 16483 16321
19588 19583 12146
15262 3323 2540
15260 15262 2540
19720 20468 20467
19335 19336 19802
18556 34286 26072
17731 17538 18819
34383 26326 34466
25479 28142 18870
31769 11307 31882
13904 13903 13885
16166 16323 16165
31523 31522 31416
14332 19344 160
15862 24711 24710
14982 1577 15666
21673 14332 160
1944 1385 4154
1100 2717 29
15183 5247 5377
4155 1944 4154
9426 14648 15869
135 15668 15667
15680 14521 14520
16665 11975 24996
4880 3457 3456
14236 14235 14133
